service_id,date,exception_type
12180,20141018,1
12180,20141025,1
12180,20141101,1
12180,20141108,1
12180,20141115,1
12180,20141122,1
12180,20141129,1
12180,20141206,1
12180,20141213,1
12181,20131216,1
12181,20131217,1
12181,20131218,1
12181,20131219,1
12181,20131220,1
12181,20131221,1
12181,20131222,1
12181,20131223,1
12181,20131224,1
12181,20131225,1
12181,20131226,1
12181,20131227,1
12181,20131228,1
12181,20131229,1
12181,20131230,1
12181,20131231,1
12181,20140101,1
12181,20140102,1
12181,20140103,1
12181,20140104,1
12181,20140105,1
12181,20140106,1
12181,20140107,1
12181,20140108,1
12181,20140109,1
12181,20140110,1
12181,20140111,1
12181,20140113,1
12181,20140114,1
12181,20140115,1
12181,20140116,1
12181,20140117,1
12181,20140118,1
12181,20140120,1
12181,20140121,1
12181,20140122,1
12181,20140123,1
12181,20140124,1
12181,20140127,1
12181,20140128,1
12181,20140129,1
12181,20140130,1
12181,20140131,1
12181,20140203,1
12181,20140204,1
12181,20140205,1
12181,20140206,1
12181,20140207,1
12181,20140208,1
12181,20140209,1
12181,20140210,1
12181,20140211,1
12181,20140212,1
12181,20140213,1
12181,20140214,1
12181,20140215,1
12181,20140216,1
12181,20140217,1
12181,20140218,1
12181,20140219,1
12181,20140220,1
12181,20140221,1
12181,20140222,1
12181,20140223,1
12181,20140224,1
12181,20140225,1
12181,20140226,1
12181,20140227,1
12181,20140228,1
12181,20140301,1
12181,20140302,1
12181,20140303,1
12181,20140304,1
12181,20140305,1
12181,20140306,1
12181,20140307,1
12181,20140308,1
12181,20140309,1
12181,20140310,1
12181,20140311,1
12181,20140312,1
12181,20140313,1
12181,20140314,1
12181,20140315,1
12181,20140316,1
12181,20140317,1
12181,20140318,1
12181,20140319,1
12181,20140320,1
12181,20140321,1
12181,20140322,1
12181,20140323,1
12181,20140607,1
12181,20140608,1
12181,20140610,1
12181,20140611,1
12181,20140612,1
12181,20140613,1
12181,20140614,1
12181,20140615,1
12181,20140616,1
12181,20140617,1
12181,20140618,1
12181,20140619,1
12181,20140620,1
12181,20140621,1
12181,20140622,1
12181,20140623,1
12181,20140624,1
12181,20140625,1
12181,20140626,1
12181,20140627,1
12181,20140628,1
12181,20140629,1
12181,20140630,1
12181,20140701,1
12181,20140702,1
12181,20140703,1
12181,20140704,1
12181,20140705,1
12215,20131228,1
12215,20140104,1
12215,20140111,1
12215,20140201,1
12215,20140208,1
12215,20140215,1
12215,20140222,1
12215,20140301,1
12215,20140426,1
12215,20140503,1
12215,20140510,1
12215,20140517,1
12215,20140524,1
12215,20140531,1
12215,20140607,1
12215,20140614,1
12215,20140621,1
12215,20140628,1
12215,20140705,1
12216,20131216,1
12216,20131217,1
12216,20131218,1
12216,20131219,1
12216,20131220,1
12216,20131223,1
12216,20131224,1
12216,20131226,1
12216,20131227,1
12216,20131230,1
12216,20131231,1
12216,20140102,1
12216,20140103,1
12216,20140106,1
12216,20140107,1
12216,20140108,1
12216,20140109,1
12216,20140110,1
12216,20140113,1
12216,20140114,1
12216,20140115,1
12216,20140116,1
12216,20140117,1
12216,20140120,1
12216,20140121,1
12216,20140122,1
12216,20140123,1
12216,20140124,1
12216,20140127,1
12216,20140128,1
12216,20140129,1
12216,20140130,1
12216,20140131,1
12216,20140203,1
12216,20140204,1
12216,20140205,1
12216,20140206,1
12216,20140207,1
12216,20140210,1
12216,20140211,1
12216,20140212,1
12216,20140213,1
12216,20140214,1
12216,20140217,1
12216,20140218,1
12216,20140219,1
12216,20140220,1
12216,20140221,1
12216,20140224,1
12216,20140225,1
12216,20140226,1
12216,20140227,1
12216,20140228,1
12216,20140303,1
12216,20140304,1
12216,20140305,1
12216,20140306,1
12216,20140307,1
12216,20140310,1
12216,20140311,1
12216,20140312,1
12216,20140313,1
12216,20140314,1
12216,20140317,1
12216,20140318,1
12216,20140319,1
12216,20140320,1
12216,20140321,1
12216,20140324,1
12216,20140325,1
12216,20140326,1
12216,20140327,1
12216,20140328,1
12216,20140331,1
12216,20140401,1
12216,20140402,1
12216,20140403,1
12216,20140404,1
12216,20140407,1
12216,20140408,1
12216,20140409,1
12216,20140410,1
12216,20140411,1
12216,20140414,1
12216,20140415,1
12216,20140416,1
12216,20140417,1
12216,20140418,1
12216,20140421,1
12216,20140422,1
12216,20140423,1
12216,20140424,1
12216,20140425,1
12216,20140428,1
12216,20140429,1
12216,20140430,1
12216,20140501,1
12216,20140502,1
12216,20140505,1
12216,20140506,1
12216,20140507,1
12216,20140508,1
12216,20140509,1
12216,20140512,1
12216,20140513,1
12216,20140514,1
12216,20140515,1
12216,20140516,1
12735,20140519,1
12735,20140520,1
12735,20140521,1
12735,20140522,1
12735,20140523,1
12735,20140526,1
12735,20140527,1
12735,20140528,1
12735,20140530,1
12735,20140602,1
12735,20140603,1
12735,20140604,1
